Item name,Category,Size/Quantity,Price,ImageURL,Image URL
Lays Hnds Rs.30,SNACKS,PACKS,30,https://source.unsplash.com/200x200/?Lays+Hnds+Rs.30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC9zR0R5Aar44IW8xDSSGfp4hO5gHH4jqdlHBVhLYH378voFHLfyA6xBAejw&s
Lays Hnds Rs.50,SNACKS,PACKS,50,https://source.unsplash.com/200x200/?Lays+Hnds+Rs.50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTypB2527hDwur4XLynWKLIcHdV6UDfubAsfldY_38r3NrnBVupS1MsGFDzA&s
Lays MM 20,SNACKS,PACKS,20,https://source.unsplash.com/200x200/?Lays+MM+20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFmuV1dybEVxWhd1KWFAVYLYMMWS8_p297DCwwfdGJmFTfqjA9OKJ7AYivMA&s
Lays MM Rs.50,SNACKS,PACKS,50,https://source.unsplash.com/200x200/?Lays+MM+Rs.50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3uKJnqP3J2SBWHVVqg-dADJS9IbRY0O6ALaB4HHiC07jX2GS6gEATPR-36Vo&s
Lays MM,SNACKS,PACKS,30,https://source.unsplash.com/200x200/?Lays+MM,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCEW4_ZxPlWye-af-FEnM7th_S5zCTXw-yl_c-0c_Y9zxNcHAax7G2t5J3tQ&s
Lays Red Rs.20,SNACKS,PACKS,20,https://source.unsplash.com/200x200/?Lays+Red+Rs.20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnGpLMPO_bjvGQrXGduKtDeFbRA3-_PXR3kNitCdEs4jFYHv9RxDHZEdxFD5k&s
lays salt & Pepper Rs.20,SNACKS,PACKS,20,https://source.unsplash.com/200x200/?lays+salt+&+Pepper+Rs.20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNifEfyhAdBTruBBWR3LwE5o8ABoHWd4RfSlWe0WpSjhbVYkMrCRgrQDIHG2g&s
Lays STT (Red) Rs.20,Other,PACKS,20,https://source.unsplash.com/200x200/?Lays+STT+(Red)+Rs.20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnGpLMPO_bjvGQrXGduKtDeFbRA3-_PXR3kNitCdEs4jFYHv9RxDHZEdxFD5k&s
Lays STT 67g,Other,,0,https://source.unsplash.com/200x200/?Lays+STT+67g,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGGdS4ikM0XLFhgwdEnfN5FbgsaCi3mBwI4AqpOtiVLBfKYwQI7Gp7hHW8Sw&s
Lays W Chips R C 48g,SNACKS,PACKS,20,https://source.unsplash.com/200x200/?Lays+W+Chips+R+C+48g,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9ZIOqVp4WOzZuwh9XqfxG3Wd7fsziJu7YgUiLqlYNr6pYfZYgX-nRfMZ2yIQ&s
Lays W Chips S nd P,Other,,0,https://source.unsplash.com/200x200/?Lays+W+Chips+S+nd+P,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb8RzKUpAtrkRkWrHQhF7wcO78-VFzlFlMuNRqOkyI1vuVsNevUE0xvMqEtco&s
Lays Yellow Rs.30,SNACKS,PACKS,30,https://source.unsplash.com/200x200/?Lays+Yellow+Rs.30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC9zR0R5Aar44IW8xDSSGfp4hO5gHH4jqdlHBVhLYH378voFHLfyA6xBAejw&s
lifeboy soap Rs.10,TOILETRIES,PIECES,10,https://source.unsplash.com/200x200/?lifeboy+soap+Rs.10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDlPNISp1p-BOUQ1zGgWNERenPcyP94PP1FOoUV97GuxDKW1xDjDSL8PJQFf8&s
lifeboy soap Rs.50,Other,,0,https://source.unsplash.com/200x200/?lifeboy+soap+Rs.50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMLu2Lm5QdIO6UTRc4sMRMtlPAc8XRB5FkT3HM3VuysDsvUKNxictiVyCDbW0&s
LIQUID LIFT FACE TONER 200ML,SELF CARE,BOTTLES,278,https://source.unsplash.com/200x200/?LIQUID+LIFT+FACE+TONER+200ML,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrJKAshQaBuQq6ubZfhpt_CpDK7HKxdwi3X32i1VQJGU6BhwFQHXXBdhO-DQ&s
LIQUID LIFT KERATIN THERAPY SHAMPOO 200ML,SELF CARE,PACKS,299,https://source.unsplash.com/200x200/?LIQUID+LIFT+KERATIN+THERAPY+SHAMPOO+200ML,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9hU9RwU9Ucyc78C6KcgqKSUQWyN_2utbYmDHJL8kibicaaPMu0QAk_3FHEw&s
Lock (suitcase),Safety,NUMBERS,50,https://source.unsplash.com/200x200/?Lock+(suitcase),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuGljoT4sa_d_ozZ8i6itDuNMsuK4d5Ng3eGxaiJDqI1qtXd9JSqu8BbIeqg&s
lock 40mm,ROOM ESSENTIALS,NUMBERS,50,https://source.unsplash.com/200x200/?lock+40mm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5R7wfbd0HL8oji7ImL63HEUvRA3Q8L-YeDeEZadoXUGZL2gypd9F3kyK756M&s
Loriel conditioner 119rs,SELF CARE,NUMBERS,119,https://source.unsplash.com/200x200/?Loriel+conditioner+119rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDxuEZyf2WTjK2HPpUGDRM_cweVAJ-Ta6chzIo5DTLwaSg7TOwwHuRp8HCFA&s
Lotte Choco Pie,Other,BOX,0,https://source.unsplash.com/200x200/?Lotte+Choco+Pie,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxO-O6CJ2pJoa3OZTfshE2bprLM0OBie8sxY9A-55NVwcsfkGo9-Ewp7s-Sg&s
lux soap Rs.10,TOILETRIES,PIECES,10,https://source.unsplash.com/200x200/?lux+soap+Rs.10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG3bnCiW9JK3G-4tQns3_Y7ADwbtGzVojPchdRs_9_rl6czVPu80gDvrmKYA&s
M SNICKERS MRP 20,CHOCOLATE,NUMBERS,20,https://source.unsplash.com/200x200/?M+SNICKERS+MRP+20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGGW3O_jxyrGqXK68HA43vck0h6A2YRqUfVZNHnXRBinKeZ5bjtxv4r59log&s
Magic umbrella,SELF CARE,NUMBERS,330,https://source.unsplash.com/200x200/?Magic+umbrella,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhIAZgRUjywMnK9HoRfeMeny328UNEs3Q2uTWKfua4C2okPPXbHiSjMBBrxg&s
MAKHANA,SNACKS,BOX,160,https://source.unsplash.com/200x200/?MAKHANA,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToG7sZ4IgVoOqxwkPhJFA1Y_nhvD1zuAJNKOk0Ad0XDnAAIDXnyuJCOv7jThA&s
Makhana Rs.20,SNACKS,PACKS,20,https://source.unsplash.com/200x200/?Makhana+Rs.20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi8103tXnExJ7BhJ1yjrZJr60Q22SRfNFZyYUs_9f7M2ITfOG_Cfj6su64pA&s
Masala Peanut,SNACKS,PACKS,5,https://source.unsplash.com/200x200/?Masala+Peanut,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDCaMTEGEBtq9mEgMwUD7-NLFn3ZG8xIyIe9lGfxrt42VuNEQ3t2i1hAlyBoc&s
Medimix 10,SELF CARE,PIECES,10,https://source.unsplash.com/200x200/?Medimix+10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMOhL28LIF3DYmKVFS6tbFQgstrpVHiot-soZfEkozwahSkjtARtNnVh6B9vk&s
Melody chocolate 1rs,CHOCOLATE,NUMBERS,1,https://source.unsplash.com/200x200/?Melody+chocolate+1rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYyZq-dHj6IOZmsDtZtGJ-UIdW1u-Upp6C1OqTRNdyH7YqDDrcfg3wSifBYQ&s
MILK BIKIS,BISCUITS,BOX,10,https://source.unsplash.com/200x200/?MILK+BIKIS,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4BgfvOqaNcbQIbgGLWD3m8N8VaORPxcPjt2eHO6D13cT6huJhq1WdRmvGnA&s
Moov Rs.180,Other,,0,https://source.unsplash.com/200x200/?Moov+Rs.180,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKEcEqg-uxkXpU5YwR57peEbPG28YDQKO-SY3d8PQNz6dLAdKehXD64Q8GYQ&s
Mouth wash Orarite,SELF CARE,BOTTLES,140,https://source.unsplash.com/200x200/?Mouth+wash+Orarite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpj1oAmo_tq_9QyiOtPJIK3oMFx4amA1cAkTWu5xPEVxwSkFemRYZI35tfxw&s
Mugs ( Sun shine),TOILETRIES,NUMBERS,50,https://source.unsplash.com/200x200/?Mugs+(+Sun+shine),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGGwH4V-51K4yo4rHuw0A8qP1WMtOn-BWD20Uq2-SBlub1ieb7RqMp6qvsKQ&s
MUNCH 10,CHOCOLATE,BOX,10,https://source.unsplash.com/200x200/?MUNCH+10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtXB2AmfE-rM7GeLpCsM2NmdPM7dgpbhEoFq61S9FeMgh4bnf3EtyIygkouA&s
munch 5rs,CHOCOLATE,PIECES,5,https://source.unsplash.com/200x200/?munch+5rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHKbeoHrwzCz26R8_4b2rzXWyFV-MXaRKh2ttRtTe3VvzUPBXl6eJ9Z4HZfQ&s
Mysore sandal soap 42rs,SELF CARE,NUMBERS,42,https://source.unsplash.com/200x200/?Mysore+sandal+soap+42rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbUZ-XKZhV9dMD1zohicu9Tviz-5ak17Kk2ydqPJl9EUYfWOTQwFsXCbs0ng&s
Nail cutter 100,SELF CARE,PIECES,100,https://source.unsplash.com/200x200/?Nail+cutter+100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkjPxoerREidfWFaQs4ozB77VJha0pUqHNlYsk2Ywlj0SWXnT6wG6LLinnJQ&s
Nail cutter 70,SELF CARE,NUMBERS,70,https://source.unsplash.com/200x200/?Nail+cutter+70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKKmk_XAQv109SW99F8odVp0w_OiIUVCNBijJ2tX5NeHvKwISWsrIkZLRu2Tk&s
Nail cutter 80,SELF CARE,NUMBERS,80,https://source.unsplash.com/200x200/?Nail+cutter+80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPgHGZ7wOZXOaJiyhEpL3zcnbSCDLmfDWmpAICr_Z2B78ZpD3cVR62Ft17wOU&s
Napthelene balls 20rs,ROOM ESSENTIALS,PACKS,20,https://source.unsplash.com/200x200/?Napthelene+balls+20rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9hNo5qiMWx8iEPdvDqDzr6CLuKiOlcgrt2bUZQ5GCbaboAHEZZDAC81sq6Pc&s
NATURES BEST GREEN TEA GINGER SACHET,SELF CARE,PACKS,125,https://source.unsplash.com/200x200/?NATURES+BEST+GREEN+TEA+GINGER+SACHET,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFz-TOtG0wZLk1-hUe0os1YPIN2qvhNpT4MsVE3n0u0wiMMvpA0qvU6DeXGS4&s
NATURES BEST GREEN TEA LEMON,SELF CARE,PACKS,125,https://source.unsplash.com/200x200/?NATURES+BEST+GREEN+TEA+LEMON,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkQMkOcXdSeCjcTWAPrGAbb4CagwDhS7Mtdn4GID-g93jxhwqDzphxtUTh2g&s
NATURES BEST HONEY 100GM,SELF CARE,BOTTLES,70,https://source.unsplash.com/200x200/?NATURES+BEST+HONEY+100GM,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvKLg-4nCI48yJAgG9pxgIw0xT3lSBSfJdQwzk1k3_SCkGDeNCKmcFMuGcDA&s
NATURES BEST OLIVE OIL 250ML,SELF CARE,MILILITRE,229,https://source.unsplash.com/200x200/?NATURES+BEST+OLIVE+OIL+250ML,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpvVPXoQtZNUdOLLNuDmvc9e4EX6aIJUXE5g2n3pp6kcoGYQ7lFiz4O6H5nA&s
NC DIGESTIVE 100G 72PK CBB NR,BISCUITS,PACKS,25,https://source.unsplash.com/200x200/?NC+DIGESTIVE+100G+72PK+CBB+NR,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8QcDKyuGYVDmDB3YWBE6J_HilMV_4z-E-G0r6ueuCxBOGnHNY3hl5fdViNQ&s
Normal buckets ( Sun shine),TOILETRIES,PIECES,350,https://source.unsplash.com/200x200/?Normal+buckets+(+Sun+shine),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjPHYuSj42_tFPKV0oUzG_ECmgy2mG6WMFebf1ZDeihnYxwGbcZq_x7-FF5eI&s
Notebook ( Rulled ) KING,NOTEBOOK,NUMBERS,55,https://source.unsplash.com/200x200/?Notebook+(+Rulled+)+KING,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNOLvecMB3QhKKgv8Bo-EkvEpsHTe0cB0x_o8tJiiJRquxR8ThlxyR97LaSg&s
Notebook (Un Rulled ) KING,NOTEBOOK,PIECES,55,https://source.unsplash.com/200x200/?Notebook+(Un+Rulled+)+KING,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXe2proHrg0gcnqpUTR_BFW3eRJr1yQosAciD_zdZpUsP6XLCQ2VeT2d6Yhw&s
Notebook - Long ( 196 Rulled ),NOTEBOOK,NUMBERS,60,https://source.unsplash.com/200x200/?Notebook+-+Long+(+196+Rulled+),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4etrkWlMZ5sJTrX2NUJuw3Qoh_pqW6mWqjS54wrquAO9Yg1AgehIAbvqndv4&s
Notebook long ( 196 Un Rulled ),NOTEBOOK,PIECES,60,https://source.unsplash.com/200x200/?Notebook+long+(+196+Un+Rulled+),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwevcHEp7zg3clhIbc2achjC9s1tUW34BymzjXkkt_2BWc67xy1cCJnGENWGA&s
Nutri choice Rs.25,BISCUITS,PACKS,25,https://source.unsplash.com/200x200/?Nutri+choice+Rs.25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTABlv_isyXxa4ivBtb9vRed7KmVN9OjzvP9pHnVaC6rDFp8A5cquQdMwqwmg&s
Nuts container,BOTTLES,BOTTLES,95,https://source.unsplash.com/200x200/?Nuts+container,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTraY_rhJFejIOO12gbCBuiLET8XKYsPViQ8wpZBhsHmsCeufvyBQ-uKh8IA&s
ODOMOS 50GM 65,SELF CARE,PIECES,65,https://source.unsplash.com/200x200/?ODOMOS+50GM+65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSuIVKCbxoTqRVcNFSJw0NCBe6oV_jopAVkCGRUfGUDbNFwF9InDQw-0ol6A&s
Odonil 220ml room freshner 169rs,Other,,0,https://source.unsplash.com/200x200/?Odonil+220ml+room+freshner+169rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZdpI4CkZ0RpG4MkwklQ8p8Ln_Hkzq_w7VK0SngCx1pU61nrVIMabXBBD-yQw&s
Om podi,SNACKS,PACKS,5,https://source.unsplash.com/200x200/?Om+podi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTimml_czbz7dKMGBb0r8DC8I-ph5DnwvDEtv6tXjr-cTmQx1wB3_eKMLK9nOc&s
ORARITE MOUTH WASH 250ML,Other,,0,https://source.unsplash.com/200x200/?ORARITE+MOUTH+WASH+250ML,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpj1oAmo_tq_9QyiOtPJIK3oMFx4amA1cAkTWu5xPEVxwSkFemRYZI35tfxw&s
ORBIT 150rs,CHOCOLATE,NUMBERS,150,https://source.unsplash.com/200x200/?ORBIT+150rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrbWXvV6ZJg8-2ByJbOHKExWZkjAER-I7PynUF251QHvu8my08qihCMO408AQ&s
ORBIT 50rs,CHOCOLATE,NUMBERS,50,https://source.unsplash.com/200x200/?ORBIT+50rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3GzCz0B0yq1VD1evT4YawoJhJrvY78Mad7NbuUQPx8aBv3b3iEHe65FgSpIY&s
Orbit gum 5,CHOCOLATE,,5,https://source.unsplash.com/200x200/?Orbit+gum+5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1-CJAOZmwByzpqd4BD64kID9_7rJa2L5dH2x5qRQNbe0C_v9JsFgeFy6sEgM&s
ORS powder 25rs,SELF CARE,PACKS,25,https://source.unsplash.com/200x200/?ORS+powder+25rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3TrxD_-x2FVIwLe6oa9omRlGQFDXaOgj1iUDTNV5nvA46sutPnj85c8oqbA&s
Palgova sridairy Rs.86,SNACKS,PIECES,86,https://source.unsplash.com/200x200/?Palgova+sridairy+Rs.86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmpPDPDR-jNzzIS9dlQWe7mEFmi_9u9_wWHLaTLexU1gcZWc-sd_Q_4GN6X3E&s
Paper binder clip small,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?Paper+binder+clip+small,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbd93YqeamQJtAXf_gx02Wg_-4Td_rcapZd2uKLyI2LssvXCOEI1oblTvkdQ&s
Parachoute coconut oil 200ml,SELF CARE,MILILITRE,105,https://source.unsplash.com/200x200/?Parachoute+coconut+oil+200ml,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5RCtJC0hsYB6de2-BIWl0KHWtoZoFsnjovc2y_gt52Ud_KeLrKHVsYNLQvvs&s
Parle G 10rs,BISCUITS,PACKS,10,https://source.unsplash.com/200x200/?Parle+G+10rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTatHGJkO2Qg09UeX--d2qr0Vfa3r8tKBdfnNDuBHa_7K9gdslL7QUfK8KZr0Y&s
pen 6,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?pen+6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPC-A5oS939u7rsMR0JAgQzOTEUFOajAcKaJ0kcffoXHgITnImEzc18WjJnA&s
pen 7,Other,PIECES,0,https://source.unsplash.com/200x200/?pen+7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjsNk2eRRX9eRhmL8CHibYApee82GPK42u1wTDSNfMBrQAVv3MqBZ3URMga-8&s
pencil 7rs,STATIONARY,PIECES,7,https://source.unsplash.com/200x200/?pencil+7rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrLW5bUpYIYLXniWLT8PgqOGJNykXKA4AJH3s2Zdepb-5fNJXbfKM-hRK1IA&s
pencil pouch 30rs,STATIONARY,NUMBERS,30,https://source.unsplash.com/200x200/?pencil+pouch+30rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJlZhGW0DaQ7bkSl9UlLP6zn9Cd5o69J1kLrWDnHWnKxcanxcx3ctL3xJ_bg&s
pencil pouch 40rs,STATIONARY,NUMBERS,40,https://source.unsplash.com/200x200/?pencil+pouch+40rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPvItkSfazzocDW3PgDugpM_lGdbkYe8EnGtDk2VXp6KVPuai_TsuzGTXz2JI&s
Pentonic 10rs,STATIONARY,PIECES,10,https://source.unsplash.com/200x200/?Pentonic+10rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIzLes6WWeRSZoOoSP4X5z6hDMiTmKitNWyHkhdz3fYSNg5zN5v5ZRlT4SkA0&s
Pepper cashews,SNACKS,GRAMMES,110,https://source.unsplash.com/200x200/?Pepper+cashews,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJtBeAoHBzKeWOU_u__IPO3553W_XVkZVqd0wTdLj26lYEDHaQZLPOKJxjHQ&s
Permanent maerker artline 20rs,STATIONARY,NUMBERS,20,https://source.unsplash.com/200x200/?Permanent+maerker+artline+20rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxjOIG5vOWtukTHR5NLh4X9nXfydcdrHBf4MrZpQcbX_hpdVjT8GYiTbEcyNw&s
Pet jar 250ml,ROOM ESSENTIALS,PIECES,95,https://source.unsplash.com/200x200/?Pet+jar+250ml,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2LXCtbn2gQuLqfb7qSiB67FgX_2GhsEIkP0JK5cdWSkveuG5O-qmkc1OAbSY&s
Pillow cover,ROOM ESSENTIALS,NUMBERS,55,https://source.unsplash.com/200x200/?Pillow+cover,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyEMRmOZXcY9THK2bEDETx-buK11Gfgh4DG0rKacF9EazY-LWT6w9Sk6kzX6w&s
Pillow cover cotton 27x17,ROOM ESSENTIALS,PIECES,60,https://source.unsplash.com/200x200/?Pillow+cover+cotton+27x17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_iH_8FPefVh_VD3DlzKwtrE7hIHeEdna_WnB0LxkaeHEEW8mKuR88nMvplg&s
pilot pen 60rs,Other,,60,https://source.unsplash.com/200x200/?pilot+pen+60rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq0vfZSi99BSq7QWzclMqVtqBDnH5qz0gqRMNnWwbeXIuRy24e5E5iH-SGww&s
Pilot refill 30rs,STATIONARY,PACKS,30,https://source.unsplash.com/200x200/?Pilot+refill+30rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAw-TMj8f7qXmoq7RHtBZ3NvpKVASuRcwNK5lavHaNYkcdIXhgP7HePIIQ8WA&s
Pink Chart,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?Pink+Chart,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2wdNbuWeyy4ksYItLrVb_bjUk-EPmXJ6hELjTIKjlLOnJAi3htghoBFIUUQ&s
Pistha 100gm,DRY FRUITS,PACKS,155,https://source.unsplash.com/200x200/?Pistha+100gm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuieberKKL6e5qf1dY0GZYCN3WrsprSgRpXXJcZXoQFB1YELUMyMzSxbpn-7A&s
Plum mix,DRY FRUITS,PACKS,280,https://source.unsplash.com/200x200/?Plum+mix,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSj0qn60trob_wWdZclPRyjP7I5tJ-ARnnHp7mpQy9wSzrVBHm5h1XNANGmzw&s
POCKET NOTE 10rs,NOTEBOOK,NUMBERS,10,https://source.unsplash.com/200x200/?POCKET+NOTE+10rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5M6vd-lLZW1CkRdoP1WsV08sHDV6tFuq23iMRJAR-Bw-iIgbogQK4eRB4jCc&s
Practical Note 75/-,Other,,0,https://source.unsplash.com/200x200/?Practical+Note+75/-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSONQKHDV_rfo9vQi1_1G74r5rnR_RhfyhjDnlPADJ-Sn_0FqqtW4SYQsh__0c&s
Premier tissue Rs.15,SELF CARE,,15,https://source.unsplash.com/200x200/?Premier+tissue+Rs.15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLY0KU3eZnb84efzY16N2M92Dm1NcjTY29Gl6IVSnuzXy49FEao8j4xihtJyQ&s
PREMIUM BAKE RUSK 50G 64PK,BISCUITS,PACKS,10,https://source.unsplash.com/200x200/?PREMIUM+BAKE+RUSK+50G+64PK,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg5PV_lxn6HScQjQQ4vbWKbsshw7B7SzQg8z7FnsoSgwttxTLEsYuxOqhbqxI&s
Premium Hand kerchief colors 22x22,SELF CARE,NUMBERS,45,https://source.unsplash.com/200x200/?Premium+Hand+kerchief+colors+22x22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1h0XwjF3aNCIW3YoI17TrGeMBkVA4wDJw9E-FD6HyIz_l2jSmph1WP9IRFAw&s
Premium kerchief  24x24,SELF CARE,PIECES,55,https://source.unsplash.com/200x200/?Premium+kerchief++24x24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThSXqyEfAD2uPEipQGY-mtCrd57miatteqO30dnhipAP7JHL5LgyWG_MYlV6o&s
PREMIUM KERCHIEF KNOTTED 22X22,SELF CARE,PIECES,55,https://source.unsplash.com/200x200/?PREMIUM+KERCHIEF+KNOTTED+22X22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1h0XwjF3aNCIW3YoI17TrGeMBkVA4wDJw9E-FD6HyIz_l2jSmph1WP9IRFAw&s
Premium white kerchief 22x22,SELF CARE,PIECES,45,https://source.unsplash.com/200x200/?Premium+white+kerchief+22x22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5A-t4FtR3pGS5Bw2zl8i1r6L7x-Kxwm8i1DMXIjlO_mbxUV4wmsdjpu0dgQ&s
Pringles Rs.125,SNACKS,BOTTLES,125,https://source.unsplash.com/200x200/?Pringles+Rs.125,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuQDgUmxCF2d9ZxDiGhDXlmZVukT75PBrYrUoZKdbgIDyHHr06S3yOd_CR_0Y&s
Protection face mask,SELF CARE,PIECES,10,https://source.unsplash.com/200x200/?Protection+face+mask,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9LE4VRTm-OHC2bJunhBAyi2b9xb5NpExvbcWGcYMKrPYbxkm5qYgPm04Gxg&s
Prunes 200gm,DRY FRUITS,GRAMMES,280,https://source.unsplash.com/200x200/?Prunes+200gm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM2MVsaX_IMzK1rBGqkoxdxym2Dh8IL7W684TROpUdK7bZ9KkH_HJX_g3TWA&s
Pumkin seed 100g,DRY FRUITS,GRAMMES,70,https://source.unsplash.com/200x200/?Pumkin+seed+100g,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-1zT8i94SMOkmA6bJk7ksB0ETNAyJUtkigvGr8hT5y8IBs3NerkrAM35APQ&s
PURE MAGIC CHOCOLUSH 69G 60PK,CHOCOLATE,PACKS,40,https://source.unsplash.com/200x200/?PURE+MAGIC+CHOCOLUSH+69G+60PK,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK52fQYLJthaLi8CDLotiM3xO_8Lmmid1Q-oJMqyvqTqufZuwXwGS1TLofSiw&s
